"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
project;61308;"EUROGLIA 2002";"Fifth european meeting on glial cell function in health and disease (euroglia 2002)";QLG3-CT-2001-30182;"The 5th European Meeting on Gill Cell Function in Health and Disease (Eulogia 2002) will collect European scientists working on the biology and pathology of gill cells with special attention to issues concerning cellular molecular signalling in health and in neurological disea...";"FP5-LIFE QUALITY";2002-03-01;2002-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/61308_en.html
project;61449;;"Coeliac disease-monitoring & diagnosis using an integrated chip system";QLK3-CT-2001-41542;"Coeliac disease (CD) is gluten induced naturopathic inflammatory disease of the upper small intestine. The prevalence of CD was beloved be 1 in 300, but recent evidence suggests there are more undiagnosethan diagnosed cases, with diagnosis being complicated by non-specific sym...";"FP5-LIFE QUALITY";2001-05-03;2002-05-02;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/61449_en.html
project;72683;;"Rothamsted international biomarket 2001- bioproducts from plants and microbes";QLK3-CT-2001-30070;"The Roth Amsted International Biomarker on 'Bio products from Plants and Microbes', planned over 2 1/2 days on 7-9 November 2001, is a partnering event for some 200 researchers, industrialists, investors, patent agents and others interested in promoting the development of plan...";"FP5-LIFE QUALITY";2001-10-01;2002-01-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/72683_en.html
project;72695;ESBES-4;"4th european symposium on biochemical engineering science";QLK3-CT-2002-30557;"The objective is to organize a symposium for 300 participants that will highlight recent advances in fundamental and applied aspects of biochemical engineering research. The emphasis will be on improved production methods and insights by reviewing and integrating the latest de...";"FP5-LIFE QUALITY";2002-08-15;2002-09-14;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/72695_en.html
project;58903;EUPHRATES;"European project of obstetric haemorrhage reduction: attitudes, trial, and early warning system";QLG4-CT-2001-01352;"This project aims both to decrease the prevalence of severe obstetric haemorrhage and to improve management when it occurs. A global five steps has been taken tithe problem. The five steps of the project are the following:
(i) Description of current level of agreement and actu...";"FP5-LIFE QUALITY";2001-12-01;2005-11-30;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/58903_en.html
project;67228;IMAGEMO;"Development of a capacitance based immunodetection analyzer for the assay of genetically modified organisms in foods";QLK3-CT-2002-02141;"The overall scientific objective of the project is to develop from concept a generic capacitance based immunodetection analyser for GMO related proteins. CP4-syntheses and Cry (A) b-protein are employed as relevant model targets. These proteins correspond to ""RR-Soy"" and ""Bt-M...";"FP5-LIFE QUALITY";2003-01-01;2005-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/67228_en.html
project;67182;SMILE;"Rapid stroke marker detection via immunosensors utilising labeless electrochemical and resonant mass detection, step 2 of EXAW-1999-01799";QLK6-CT-2002-02583;"Stroke is the third most common cause of death and the leading cause of morbidity and long-term disability. The use of thrombolytic therapy such as that of tissue plasminogen activator MUST be administered within three hours of stroke onset to be effective in reversal/reductio...";"FP5-LIFE QUALITY";2003-01-01;2006-03-31;en;en;"2006-06-13 00:00:00";https://cordis.europa.eu/project/rcn/67182_en.html
project;54587;EURO-BLCS;"Biological, clinical and genetic markers of future risk of cardiovascular disease";QLG1-CT-2000-01643;"The project will improve understanding of the relationship between early life factors and cardiovascular disease mortality, morbidity and intermediate risk profile, and identify markers amenable to early intervention and prevention, within the framework of six unique birth coh...";"FP5-LIFE QUALITY";2000-12-01;2003-11-30;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/54587_en.html
project;58957;MICROPROTEOMICS;"New microfluidic-mass spectrometry technologies for high performance proteomics (MICROPROTEOMICS)";QLG2-CT-2001-01903;"This proposal aims at providing high performance proteome analysis by developing a fully automated system based on integrated micro fluidics. Biological fluids will be pre-fractionated by protein isoelectric points using mini-segmented focusing chambers. Proteins will then be ...";"FP5-LIFE QUALITY";2001-09-01;2004-11-30;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/58957_en.html
project;64512;;"Exploiting biological cells for eu quality of life";QLK3-CT-2001-30026;"CELLEXPLOIT is a joint measure of 5 partners from 3 EU countries, all Irks with consultative experience and a biotechnological industrial tissue. The main objective is to support on-going EU and national projects as well as start-ups to achieve their exploitation phase and the...";"FP5-LIFE QUALITY";2001-08-01;2002-01-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/64512_en.html
project;60421;"TSE CONFERENCE";"International conference on transmissible spongiform encephalopathies";QLG1-CT-2001-30045;"We propose to organise a conference on transmissible spongiform encephalopathies (TSEs), to be held over three days in September 2002 in Edinburgh. The objectives are to disseminate recent key findings in the areas of pathogenesis, diagnostics, therapeutics and epidemiology, a...";"FP5-LIFE QUALITY";2002-01-01;2003-08-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/60421_en.html
project;67422;NOSEY;"New detection system for latent moulds on corks used in wine bottling";QLK1-CT-2002-71640;;"FP5-LIFE QUALITY";2003-01-01;2004-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/67422_en.html
project;60999;HEALTHY-MARKET;"A Virtual Marketplace For The Implementation Of Healthy Nutritional Plans";IST-2001-33204;"HEALTHY-MARKET focuses its research on the construction of a web-based, agent-mediated virtual marketplace to support citizens in putting into actions medical nutritional advice and in developing healthy eating practices. The project will initially address specific categories ...";FP5-IST;2001-09-01;2004-02-29;en;en;"2005-06-13 00:00:00";https://cordis.europa.eu/project/rcn/60999_en.html
project;84998;BACULOGENES;"Baculovirus vectors for gene therapy";37541;"Baculovirus (BV) Autographa californica multicapsid nuclear polyhedrosis virus is a promising new vector for gene therapy: it is inherently safe and can deliver large pieces of DNA to mammalian cells; its own genes are not transcripted in mammalian cells, and it is not known t...";FP6-LIFESCIHEALTH;2007-01-01;2010-03-31;en;en;"2010-10-20 00:00:00";https://cordis.europa.eu/project/rcn/84998_en.html
project;60710;E-REMEDY;"Tele-Medicine Platform to support Home Rehabilitation based on Internet Technologies";IST-2000-25146;;FP5-IST;2001-01-01;2002-12-31;en;en;"2005-06-13 00:00:00";https://cordis.europa.eu/project/rcn/60710_en.html
project;58116;WRAPIN;"Worldwide online Reliable Advice to Patients and Individuals";IST-2001-33260;"The WRAPIN proposal will extend the evaluation of HON services to the users with additional tools. This evaluation will be done for the services as they already exist by now to the stage of the new extensions that we have considered: more databases accessible with their inform...";FP5-IST;2001-09-01;2003-08-31;en;en;"2005-06-13 00:00:00";https://cordis.europa.eu/project/rcn/58116_en.html
project;83984;DIALREL;"Religious slaughter: improving knowledge and expertise through dialogue and debate on issues of welfare, legislation and socio-economic aspects";43075;"The proposed specific support action is intended to address issues relating to the practice of religious slaughter and the market and consumers. These include a review of national legislation and research, an analysis of the scale of practices, the influence of diverse religio...";FP6-FOOD;2006-11-01;2010-06-30;en;en;"2012-08-10 00:00:00";https://cordis.europa.eu/project/rcn/83984_en.html
project;74628;ARTEMIS;"A semantic web service-based P2P Infrastructure for the interoperability of medical information systems";002103;"The objective of the ARTEMIS project is to develop a semantic Web services based interoperability framework for the health care domain. We take a highly innovative approach regarding the interoperability of medical information systems with respect to the current approaches. We...";FP6-IST;2004-01-01;2006-06-30;en;en;"2007-12-10 00:00:00";https://cordis.europa.eu/project/rcn/74628_en.html
project;79490;MATCH;"Colon cancer treatment by discovering mutations on tumour suppressor genes";027266;"MATCH project entitle the development of an automatic diagnosis system that aims to support treatment of colon cancer diseases by discovering mutations that occurs to tumour suppressor genes (TSGs) and contributes to the development of cancerous tumours. The colon cancer autom...";FP6-IST;2006-01-01;2008-06-30;en;en;"2007-03-12 00:00:00";https://cordis.europa.eu/project/rcn/79490_en.html
project;46647;;"Demonstration of an in vitro test for excitotoxicity based on early response gene measurement";BIO4980223;;"FP4-BIOTECH 2";1998-11-01;2000-10-31;en;en;"2001-12-07 00:00:00";https://cordis.europa.eu/project/rcn/46647_en.html
project;43806;;"Control of respiration and citric acid cycle in mitochondria";FMBI972141;;FP4-TMR;1998-01-05;2000-01-04;en;en;"1998-02-16 00:00:00";https://cordis.europa.eu/project/rcn/43806_en.html
project;45002;;"Dna replication in hyperthermophilic archaea";FMBI983246;;FP4-TMR;1998-07-01;2000-06-30;en;en;"2001-12-07 00:00:00";https://cordis.europa.eu/project/rcn/45002_en.html
project;37584;;"The structure of ionotropic glutamate receptors and their ligand-binding domains";BIO4960589;;"FP4-BIOTECH 2";1996-09-01;1999-08-31;en;en;"1998-08-28 00:00:00";https://cordis.europa.eu/project/rcn/37584_en.html
project;38221;;"Novel human renal and hepatic co-culture in-vitro test systems for the evaluation of biotechnology derived cytokines";BIO4972006;;"FP4-BIOTECH 2";1997-09-01;2000-08-31;en;en;"1998-10-01 00:00:00";https://cordis.europa.eu/project/rcn/38221_en.html
project;37470;;"Inverse agonism. Implications for drug design";BMH4972152;"- The generation of constitutively active and inactive mutant receptors(CAMs and CIMs, respectively) expressed in suitable cell systems.
- The generation of transgenic mice with various levels of wild type and mutant receptor expression.
- The selection and testing of agonists...";"FP4-BIOMED 2";1997-06-01;2000-05-31;en;en;"2001-12-07 00:00:00";https://cordis.europa.eu/project/rcn/37470_en.html
project;32092;NIGHTINGALE;"NURSING INFORMATICS : GENERIC HIGH-LEVEL TRAINING IN INFORMATICS FOR NURSES; GENERAL APPLICATIONS FOR LEARNING AND EDUCATION";HC1109;"NIGHTINGALE seeks to boost telematics training for nursing in Europe, through the use of information systems and coordination with other health sector training initiatives. A professional nursing users' group will monitor and publicise project activity at workshops and confere...";"FP4-TELEMATICS 2C";1996-01-01;1998-12-31;en;en;"1996-06-24 00:00:00";https://cordis.europa.eu/project/rcn/32092_en.html
